 ,Label,Area,Mean,Min,Max,Angle,Median,Length
1,vlcsnap-2021-01-13-15h52m54s499.png,382,159.308283941,141.004760742,173.728454590,-90.751869956,0,381.370627547
2,vlcsnap-2021-01-13-15h52m54s499.png,112,109.738221100,63.101535797,158.234802246,-61.594753567,0,111.413643689
3,vlcsnap-2021-01-13-15h52m54s499.png,107,92.852274814,40.579326630,164.451446533,-81.869897646,0,106.443516581
