 ,Label,Area,Mean,Min,Max,Angle,Median,Length
1,vlcsnap-2021-01-13-15h52m26s607.png,371,154.805759070,133.836029053,171.863052368,-90.619389703,0,370.021620990
2,vlcsnap-2021-01-13-15h52m26s607.png,114,93.701468049,55.911479950,143.866836548,-64.798876355,0,113.173416588
3,vlcsnap-2021-01-13-15h52m26s607.png,110,82.978976631,26.612312317,164.374038696,-84.237367113,0,109.221996157
