 ,Label,Area,Mean,Min,Max,Angle,Median,Length
1,vlcsnap-2021-01-13-15h52m37s889.png,378,155.047306162,140.110122681,173.516067505,-90.607889970,0,377.354534151
2,vlcsnap-2021-01-13-15h52m37s889.png,113,108.036154283,66.636054993,159.306549072,-62.978418409,0,111.660696358
3,vlcsnap-2021-01-13-15h52m37s889.png,108,90.298012310,36.573249817,169.753570557,-82.476179561,0,106.608219664
