 ,Label,Area,Mean,Min,Max,Angle,Median,Length
1,vlcsnap-2021-01-13-15h51m22s591.tif,374,147.643673535,126.812332153,164.802215576,-90.770058194,0,372.700207197
2,vlcsnap-2021-01-13-15h51m22s591.tif,113,100.901383223,59.062408447,154.375091553,-64.119726330,0,111.808988905
3,vlcsnap-2021-01-13-15h51m22s591.tif,114,85.342244918,29.276327133,160.299896240,-83.884496434,0,112.605999445
