 ,Label,Area,Mean,Min,Max,Angle,Median,Length
1,vlcsnap-2021-01-13-15h53m32s688.png,377,151.047950461,111.888885498,172.352249146,-90.152382033,0,376.002364059
2,vlcsnap-2021-01-13-15h53m32s688.png,112,107.727219820,55.057743073,186.310119629,-64.358994176,0,111.145800141
3,vlcsnap-2021-01-13-15h53m32s688.png,113,104.127980494,43.418651581,165.984130859,-85.914383220,0,112.347798277
