 ,Label,Area,Mean,Min,Max,Angle,Median,Length
1,vlcsnap-2021-01-13-15h53m23s106.png,376,148.127115797,115.586830139,167.134811401,-90.459581958,0,374.676156463
2,vlcsnap-2021-01-13-15h53m23s106.png,112,94.268773283,55.693775177,156.309463501,-64.358994176,0,110.614445510
3,vlcsnap-2021-01-13-15h53m23s106.png,107,90.915964287,35.830581665,175.577438354,-85.146903613,0,106.360530743
