 ,Label,Area,Mean,Min,Max,Angle,Median,Length
1,vlcsnap-2021-01-13-15h52m16s148.png,369,158.591984529,131.333328247,177.028976440,-90.311387040,0,368.009661709
2,vlcsnap-2021-01-13-15h52m16s148.png,111,101.718006615,62.709972382,163.887725830,-64.133643206,0,110.322758808
3,vlcsnap-2021-01-13-15h52m16s148.png,108,102.566111211,40.641742706,186.190032959,-84.660763196,0,107.435768925
